iso_code,name_fr,continent,date,new_deaths_smoothed
FRA,France,Europe,2021-05-13,200.0
FRA,France,Europe,2021-05-14,188.857
FRA,France,Europe,2021-05-15,179.714
FRA,France,Europe,2021-05-16,174.857
FRA,France,Europe,2021-05-17,161.143
FRA,France,Europe,2021-05-18,157.857
FRA,France,Europe,2021-05-19,151.714
FRA,France,Europe,2021-05-20,152.0
FRA,France,Europe,2021-05-21,144.857
FRA,France,Europe,2021-05-22,141.571
FRA,France,Europe,2021-05-23,140.0
FRA,France,Europe,2021-05-24,120.857
FRA,France,Europe,2021-05-25,119.857
FRA,France,Europe,2021-05-26,120.429
FRA,France,Europe,2021-05-27,121.714
FRA,France,Europe,2021-05-28,122.0
FRA,France,Europe,2021-05-29,118.714
FRA,France,Europe,2021-05-30,115.0
FRA,France,Europe,2021-05-31,124.429
FRA,France,Europe,2021-06-01,112.0
FRA,France,Europe,2021-06-02,93.714
FRA,France,Europe,2021-06-03,94.714
FRA,France,Europe,2021-06-04,89.429
FRA,France,Europe,2021-06-05,88.143
FRA,France,Europe,2021-06-06,85.429
FRA,France,Europe,2021-06-07,76.286
FRA,France,Europe,2021-06-08,67.857
FRA,France,Europe,2021-06-09,74.714
FRA,France,Europe,2021-06-10,63.143
FRA,France,Europe,2021-06-11,61.143
FRA,France,Europe,2021-06-12,57.857
FRA,France,Europe,2021-06-13,56.143
FRA,France,Europe,2021-06-14,56.0
FRA,France,Europe,2021-06-15,56.143
FRA,France,Europe,2021-06-16,53.714
FRA,France,Europe,2021-06-17,52.0
FRA,France,Europe,2021-06-18,51.143
FRA,France,Europe,2021-06-19,49.429
FRA,France,Europe,2021-06-20,49.571
FRA,France,Europe,2021-06-21,46.286
FRA,France,Europe,2021-06-22,42.714
FRA,France,Europe,2021-06-23,40.571
FRA,France,Europe,2021-06-24,38.857
FRA,France,Europe,2021-06-25,33.857
FRA,France,Europe,2021-06-26,32.429
FRA,France,Europe,2021-06-27,32.857
FRA,France,Europe,2021-06-28,33.429
FRA,France,Europe,2021-06-29,34.143
FRA,France,Europe,2021-06-30,31.429
FRA,France,Europe,2021-07-01,32.857
FRA,France,Europe,2021-07-02,31.571
FRA,France,Europe,2021-07-03,32.286
FRA,France,Europe,2021-07-04,31.143
FRA,France,Europe,2021-07-05,30.143
FRA,France,Europe,2021-07-06,27.143
FRA,France,Europe,2021-07-07,29.143
FRA,France,Europe,2021-07-08,25.0
DEU,Allemagne,Europe,2021-01-01,652.143
DEU,Allemagne,Europe,2021-01-02,647.714
DEU,Allemagne,Europe,2021-01-03,642.0
DEU,Allemagne,Europe,2021-01-04,657.571
DEU,Allemagne,Europe,2021-01-05,641.429
DEU,Allemagne,Europe,2021-01-06,657.857
DEU,Allemagne,Europe,2021-01-07,742.286
DEU,Allemagne,Europe,2021-01-08,839.571
DEU,Allemagne,Europe,2021-01-09,873.857
DEU,Allemagne,Europe,2021-01-10,877.857
DEU,Allemagne,Europe,2021-01-11,864.429
DEU,Allemagne,Europe,2021-01-12,876.0
DEU,Allemagne,Europe,2021-01-13,894.429
DEU,Allemagne,Europe,2021-01-14,888.571
DEU,Allemagne,Europe,2021-01-15,811.857
DEU,Allemagne,Europe,2021-01-16,838.143
DEU,Allemagne,Europe,2021-01-17,852.143
DEU,Allemagne,Europe,2021-01-18,780.571
DEU,Allemagne,Europe,2021-01-19,872.571
DEU,Allemagne,Europe,2021-01-20,844.857
DEU,Allemagne,Europe,2021-01-21,809.857
DEU,Allemagne,Europe,2021-01-22,858.286
DEU,Allemagne,Europe,2021-01-23,772.714
DEU,Allemagne,Europe,2021-01-24,770.714
DEU,Allemagne,Europe,2021-01-25,837.714
DEU,Allemagne,Europe,2021-01-26,660.286
DEU,Allemagne,Europe,2021-01-27,641.143
DEU,Allemagne,Europe,2021-01-28,715.286
DEU,Allemagne,Europe,2021-01-29,653.286
DEU,Allemagne,Europe,2021-01-30,747.429
DEU,Allemagne,Europe,2021-01-31,695.286
DEU,Allemagne,Europe,2021-02-01,704.571
DEU,Allemagne,Europe,2021-02-02,767.571
DEU,Allemagne,Europe,2021-02-03,754.0
DEU,Allemagne,Europe,2021-02-04,678.714
DEU,Allemagne,Europe,2021-02-05,719.714
DEU,Allemagne,Europe,2021-02-06,635.143
DEU,Allemagne,Europe,2021-02-07,649.286
DEU,Allemagne,Europe,2021-02-08,590.286
DEU,Allemagne,Europe,2021-02-09,573.429
DEU,Allemagne,Europe,2021-02-10,556.571
DEU,Allemagne,Europe,2021-02-11,512.857
DEU,Allemagne,Europe,2021-02-12,492.429
DEU,Allemagne,Europe,2021-02-13,491.286
DEU,Allemagne,Europe,2021-02-14,485.571
DEU,Allemagne,Europe,2021-02-15,442.429
DEU,Allemagne,Europe,2021-02-16,403.286
DEU,Allemagne,Europe,2021-02-17,437.143
DEU,Allemagne,Europe,2021-02-18,431.571
DEU,Allemagne,Europe,2021-02-19,424.286
DEU,Allemagne,Europe,2021-02-20,413.286
DEU,Allemagne,Europe,2021-02-21,405.571
DEU,Allemagne,Europe,2021-02-22,439.286
DEU,Allemagne,Europe,2021-02-23,422.286
DEU,Allemagne,Europe,2021-02-24,348.286
DEU,Allemagne,Europe,2021-02-25,299.714
DEU,Allemagne,Europe,2021-02-26,314.0
DEU,Allemagne,Europe,2021-02-27,315.571
DEU,Allemagne,Europe,2021-02-28,315.143
DEU,Allemagne,Europe,2021-03-01,307.286
DEU,Allemagne,Europe,2021-03-02,305.857
DEU,Allemagne,Europe,2021-03-03,302.143
DEU,Allemagne,Europe,2021-03-04,315.857
DEU,Allemagne,Europe,2021-03-05,273.286
DEU,Allemagne,Europe,2021-03-06,265.571
DEU,Allemagne,Europe,2021-03-07,261.714
DEU,Allemagne,Europe,2021-03-08,246.0
DEU,Allemagne,Europe,2021-03-09,229.714
DEU,Allemagne,Europe,2021-03-10,224.714
DEU,Allemagne,Europe,2021-03-11,223.714
DEU,Allemagne,Europe,2021-03-12,213.714
DEU,Allemagne,Europe,2021-03-13,202.571
DEU,Allemagne,Europe,2021-03-14,211.286
DEU,Allemagne,Europe,2021-03-15,209.286
DEU,Allemagne,Europe,2021-03-16,202.571
DEU,Allemagne,Europe,2021-03-17,169.286
DEU,Allemagne,Europe,2021-03-18,183.143
DEU,Allemagne,Europe,2021-03-19,180.0
DEU,Allemagne,Europe,2021-03-20,191.0
DEU,Allemagne,Europe,2021-03-21,184.714
DEU,Allemagne,Europe,2021-03-22,186.857
DEU,Allemagne,Europe,2021-03-23,186.143
DEU,Allemagne,Europe,2021-03-24,205.857
DEU,Allemagne,Europe,2021-03-25,181.0
DEU,Allemagne,Europe,2021-03-26,174.286
DEU,Allemagne,Europe,2021-03-27,172.714
DEU,Allemagne,Europe,2021-03-28,171.857
DEU,Allemagne,Europe,2021-03-29,161.429
DEU,Allemagne,Europe,2021-03-30,162.0
DEU,Allemagne,Europe,2021-03-31,157.857
DEU,Allemagne,Europe,2021-04-01,164.857
DEU,Allemagne,Europe,2021-04-02,158.857
DEU,Allemagne,Europe,2021-04-03,156.429
DEU,Allemagne,Europe,2021-04-04,157.286
DEU,Allemagne,Europe,2021-04-05,142.429
DEU,Allemagne,Europe,2021-04-06,122.286
DEU,Allemagne,Europe,2021-04-07,166.571
DEU,Allemagne,Europe,2021-04-08,175.143
DEU,Allemagne,Europe,2021-04-09,193.571
DEU,Allemagne,Europe,2021-04-10,198.857
DEU,Allemagne,Europe,2021-04-11,205.714
DEU,Allemagne,Europe,2021-04-12,237.143
DEU,Allemagne,Europe,2021-04-13,270.286
DEU,Allemagne,Europe,2021-04-14,238.857
DEU,Allemagne,Europe,2021-04-15,231.857
DEU,Allemagne,Europe,2021-04-16,228.429
DEU,Allemagne,Europe,2021-04-17,224.143
DEU,Allemagne,Europe,2021-04-18,221.714
DEU,Allemagne,Europe,2021-04-19,222.429
DEU,Allemagne,Europe,2021-04-20,220.429
DEU,Allemagne,Europe,2021-04-21,215.857
DEU,Allemagne,Europe,2021-04-22,218.714
DEU,Allemagne,Europe,2021-04-23,228.286
DEU,Allemagne,Europe,2021-04-24,234.143
DEU,Allemagne,Europe,2021-04-25,231.286
DEU,Allemagne,Europe,2021-04-26,236.571
DEU,Allemagne,Europe,2021-04-27,235.0
DEU,Allemagne,Europe,2021-04-28,235.714
DEU,Allemagne,Europe,2021-04-29,237.429
DEU,Allemagne,Europe,2021-04-30,229.286
DEU,Allemagne,Europe,2021-05-01,228.143
DEU,Allemagne,Europe,2021-05-02,231.571
DEU,Allemagne,Europe,2021-05-03,228.0
DEU,Allemagne,Europe,2021-05-04,223.571
DEU,Allemagne,Europe,2021-05-05,221.857
DEU,Allemagne,Europe,2021-05-06,222.857
DEU,Allemagne,Europe,2021-05-07,223.143
DEU,Allemagne,Europe,2021-05-08,226.0
DEU,Allemagne,Europe,2021-05-09,221.714
DEU,Allemagne,Europe,2021-05-10,216.143
DEU,Allemagne,Europe,2021-05-11,213.571
DEU,Allemagne,Europe,2021-05-12,187.143
DEU,Allemagne,Europe,2021-05-13,204.0
DEU,Allemagne,Europe,2021-05-14,195.857
DEU,Allemagne,Europe,2021-05-15,187.286
DEU,Allemagne,Europe,2021-05-16,188.857
DEU,Allemagne,Europe,2021-05-17,181.143
DEU,Allemagne,Europe,2021-05-18,183.714
DEU,Allemagne,Europe,2021-05-19,208.143
DEU,Allemagne,Europe,2021-05-20,183.143
DEU,Allemagne,Europe,2021-05-21,181.857
DEU,Allemagne,Europe,2021-05-22,183.571
DEU,Allemagne,Europe,2021-05-23,180.429
DEU,Allemagne,Europe,2021-05-24,153.571
DEU,Allemagne,Europe,2021-05-25,151.714
DEU,Allemagne,Europe,2021-05-26,156.0
DEU,Allemagne,Europe,2021-05-27,151.0
DEU,Allemagne,Europe,2021-05-28,151.0
DEU,Allemagne,Europe,2021-05-29,146.857
DEU,Allemagne,Europe,2021-05-30,143.143
DEU,Allemagne,Europe,2021-05-31,162.857
DEU,Allemagne,Europe,2021-06-01,149.714
DEU,Allemagne,Europe,2021-06-02,135.0
DEU,Allemagne,Europe,2021-06-03,119.857
DEU,Allemagne,Europe,2021-06-04,113.143
DEU,Allemagne,Europe,2021-06-05,116.429
DEU,Allemagne,Europe,2021-06-06,116.857
DEU,Allemagne,Europe,2021-06-07,112.714
DEU,Allemagne,Europe,2021-06-08,102.286
DEU,Allemagne,Europe,2021-06-09,92.429
DEU,Allemagne,Europe,2021-06-10,94.571
DEU,Allemagne,Europe,2021-06-11,95.571
DEU,Allemagne,Europe,2021-06-12,87.571
DEU,Allemagne,Europe,2021-06-13,85.714
DEU,Allemagne,Europe,2021-06-14,79.143
DEU,Allemagne,Europe,2021-06-15,83.143
DEU,Allemagne,Europe,2021-06-16,84.714
DEU,Allemagne,Europe,2021-06-17,83.429
DEU,Allemagne,Europe,2021-06-18,79.0
DEU,Allemagne,Europe,2021-06-19,78.429
DEU,Allemagne,Europe,2021-06-20,78.714
DEU,Allemagne,Europe,2021-06-21,76.143
DEU,Allemagne,Europe,2021-06-22,67.714
DEU,Allemagne,Europe,2021-06-23,62.143
DEU,Allemagne,Europe,2021-06-24,58.286
DEU,Allemagne,Europe,2021-06-25,54.0
DEU,Allemagne,Europe,2021-06-26,53.0
DEU,Allemagne,Europe,2021-06-27,52.571
DEU,Allemagne,Europe,2021-06-28,49.857
DEU,Allemagne,Europe,2021-06-29,47.143
DEU,Allemagne,Europe,2021-06-30,46.429
DEU,Allemagne,Europe,2021-07-01,47.0
DEU,Allemagne,Europe,2021-07-02,40.0
DEU,Allemagne,Europe,2021-07-03,39.857
DEU,Allemagne,Europe,2021-07-04,38.714
DEU,Allemagne,Europe,2021-07-05,34.571
DEU,Allemagne,Europe,2021-07-06,33.571
DEU,Allemagne,Europe,2021-07-07,29.0
DEU,Allemagne,Europe,2021-07-08,26.143
ITA,Italie,Europe,2021-01-01,466.0
ITA,Italie,Europe,2021-01-02,480.714
ITA,Italie,Europe,2021-01-03,486.714
ITA,Italie,Europe,2021-01-04,472.857
ITA,Italie,Europe,2021-01-05,471.429
ITA,Italie,Europe,2021-01-06,467.571
ITA,Italie,Europe,2021-01-07,447.429
ITA,Italie,Europe,2021-01-08,470.0
ITA,Italie,Europe,2021-01-09,487.0
ITA,Italie,Europe,2021-01-10,489.0
ITA,Italie,Europe,2021-01-11,503.286
ITA,Italie,Europe,2021-01-12,498.571
ITA,Italie,Europe,2021-01-13,492.714
ITA,Italie,Europe,2021-01-14,508.143
ITA,Italie,Europe,2021-01-15,487.714
ITA,Italie,Europe,2021-01-16,486.571
ITA,Italie,Europe,2021-01-17,488.857
ITA,Italie,Europe,2021-01-18,478.714
ITA,Italie,Europe,2021-01-19,476.857
ITA,Italie,Europe,2021-01-20,479.286
ITA,Italie,Europe,2021-01-21,479.143
ITA,Italie,Europe,2021-01-22,478.429
ITA,Italie,Europe,2021-01-23,480.286
ITA,Italie,Europe,2021-01-24,469.143
ITA,Italie,Europe,2021-01-25,475.286
ITA,Italie,Europe,2021-01-26,466.429
ITA,Italie,Europe,2021-01-27,458.286
ITA,Italie,Europe,2021-01-28,454.143
ITA,Italie,Europe,2021-01-29,454.857
ITA,Italie,Europe,2021-01-30,445.286
ITA,Italie,Europe,2021-01-31,436.429
ITA,Italie,Europe,2021-02-01,423.429
ITA,Italie,Europe,2021-02-02,417.429
ITA,Italie,Europe,2021-02-03,418.714
ITA,Italie,Europe,2021-02-04,408.571
ITA,Italie,Europe,2021-02-05,394.286
ITA,Italie,Europe,2021-02-06,389.143
ITA,Italie,Europe,2021-02-07,393.857
ITA,Italie,Europe,2021-02-08,390.714
ITA,Italie,Europe,2021-02-09,379.714
ITA,Italie,Europe,2021-02-10,359.714
ITA,Italie,Europe,2021-02-11,355.429
ITA,Italie,Europe,2021-02-12,346.714
ITA,Italie,Europe,2021-02-13,336.143
ITA,Italie,Europe,2021-02-14,329.143
ITA,Italie,Europe,2021-02-15,322.143
ITA,Italie,Europe,2021-02-16,309.857
ITA,Italie,Europe,2021-02-17,314.571
ITA,Italie,Europe,2021-02-18,308.286
ITA,Italie,Europe,2021-02-19,312.857
ITA,Italie,Europe,2021-02-20,304.286
ITA,Italie,Europe,2021-02-21,305.857
ITA,Italie,Europe,2021-02-22,308.143
ITA,Italie,Europe,2021-02-23,311.0
ITA,Italie,Europe,2021-02-24,303.714
ITA,Italie,Europe,2021-02-25,298.143
ITA,Italie,Europe,2021-02-26,284.571
ITA,Italie,Europe,2021-02-27,288.714
ITA,Italie,Europe,2021-02-28,283.0
ITA,Italie,Europe,2021-03-01,279.0
ITA,Italie,Europe,2021-03-02,277.143
ITA,Italie,Europe,2021-03-03,281.286
ITA,Italie,Europe,2021-03-04,285.714
ITA,Italie,Europe,2021-03-05,292.0
ITA,Italie,Europe,2021-03-06,295.857
ITA,Italie,Europe,2021-03-07,298.0
ITA,Italie,Europe,2021-03-08,308.286
ITA,Italie,Europe,2021-03-09,313.0
ITA,Italie,Europe,2021-03-10,310.857
ITA,Italie,Europe,2021-03-11,315.714
ITA,Italie,Europe,2021-03-12,327.571
ITA,Italie,Europe,2021-03-13,329.0
ITA,Italie,Europe,2021-03-14,337.143
ITA,Italie,Europe,2021-03-15,342.286
ITA,Italie,Europe,2021-03-16,360.286
ITA,Italie,Europe,2021-03-17,374.429
ITA,Italie,Europe,2021-03-18,381.571
ITA,Italie,Europe,2021-03-19,382.429
ITA,Italie,Europe,2021-03-20,394.429
ITA,Italie,Europe,2021-03-21,399.571
ITA,Italie,Europe,2021-03-22,404.143
ITA,Italie,Europe,2021-03-23,411.143
ITA,Italie,Europe,2021-03-24,415.286
ITA,Italie,Europe,2021-03-25,420.571
ITA,Italie,Europe,2021-03-26,430.714
ITA,Italie,Europe,2021-03-27,427.714
ITA,Italie,Europe,2021-03-28,427.286
ITA,Italie,Europe,2021-03-29,431.714
ITA,Italie,Europe,2021-03-30,428.571
ITA,Italie,Europe,2021-03-31,429.571
ITA,Italie,Europe,2021-04-01,435.429
ITA,Italie,Europe,2021-04-02,438.857
ITA,Italie,Europe,2021-04-03,438.286
ITA,Italie,Europe,2021-04-04,442.429
ITA,Italie,Europe,2021-04-05,425.143
ITA,Italie,Europe,2021-04-06,409.714
ITA,Italie,Europe,2021-04-07,432.571
ITA,Italie,Europe,2021-04-08,430.571
ITA,Italie,Europe,2021-04-09,464.429
ITA,Italie,Europe,2021-04-10,459.857
ITA,Italie,Europe,2021-04-11,460.571
ITA,Italie,Europe,2021-04-12,469.429
ITA,Italie,Europe,2021-04-13,477.286
ITA,Italie,Europe,2021-04-14,454.714
ITA,Italie,Europe,2021-04-15,439.429
ITA,Italie,Europe,2021-04-16,398.143
ITA,Italie,Europe,2021-04-17,393.286
ITA,Italie,Europe,2021-04-18,381.857
ITA,Italie,Europe,2021-04-19,375.857
ITA,Italie,Europe,2021-04-20,363.571
ITA,Italie,Europe,2021-04-21,348.571
ITA,Italie,Europe,2021-04-22,345.714
ITA,Italie,Europe,2021-04-23,333.286
ITA,Italie,Europe,2021-04-24,335.0
ITA,Italie,Europe,2021-04-25,330.143
ITA,Italie,Europe,2021-04-26,328.0
ITA,Italie,Europe,2021-04-27,325.571
ITA,Italie,Europe,2021-04-28,322.714
ITA,Italie,Europe,2021-04-29,312.429
ITA,Italie,Europe,2021-04-30,301.143
ITA,Italie,Europe,2021-05-01,287.429
ITA,Italie,Europe,2021-05-02,277.0
ITA,Italie,Europe,2021-05-03,270.571
ITA,Italie,Europe,2021-05-04,260.857
ITA,Italie,Europe,2021-05-05,249.857
ITA,Italie,Europe,2021-05-06,245.571
ITA,Italie,Europe,2021-05-07,237.571
ITA,Italie,Europe,2021-05-08,237.286
ITA,Italie,Europe,2021-05-09,236.571
ITA,Italie,Europe,2021-05-10,228.286
ITA,Italie,Europe,2021-05-11,220.571
ITA,Italie,Europe,2021-05-12,219.857
ITA,Italie,Europe,2021-05-13,211.714
ITA,Italie,Europe,2021-05-14,208.143
ITA,Italie,Europe,2021-05-15,195.571
ITA,Italie,Europe,2021-05-16,189.0
ITA,Italie,Europe,2021-05-17,180.714
ITA,Italie,Europe,2021-05-18,173.571
ITA,Italie,Europe,2021-05-19,157.429
ITA,Italie,Europe,2021-05-20,152.143
ITA,Italie,Europe,2021-05-21,157.286
ITA,Italie,Europe,2021-05-22,155.714
ITA,Italie,Europe,2021-05-23,152.714
ITA,Italie,Europe,2021-05-24,148.429
ITA,Italie,Europe,2021-05-25,143.429
ITA,Italie,Europe,2021-05-26,139.429
ITA,Italie,Europe,2021-05-27,140.429
ITA,Italie,Europe,2021-05-28,127.286
ITA,Italie,Europe,2021-05-29,121.286
ITA,Italie,Europe,2021-05-30,117.286
ITA,Italie,Europe,2021-05-31,113.286
ITA,Italie,Europe,2021-06-01,102.857
ITA,Italie,Europe,2021-06-02,94.429
ITA,Italie,Europe,2021-06-03,78.429
ITA,Italie,Europe,2021-06-04,70.857
ITA,Italie,Europe,2021-06-05,67.143
ITA,Italie,Europe,2021-06-06,68.143
ITA,Italie,Europe,2021-06-07,65.714
ITA,Italie,Europe,2021-06-08,67.0
ITA,Italie,Europe,2021-06-09,69.143
ITA,Italie,Europe,2021-06-10,73.286
ITA,Italie,Europe,2021-06-11,72.714
ITA,Italie,Europe,2021-06-12,72.0
ITA,Italie,Europe,2021-06-13,68.429
ITA,Italie,Europe,2021-06-14,64.286
ITA,Italie,Europe,2021-06-15,58.714
ITA,Italie,Europe,2021-06-16,55.143
ITA,Italie,Europe,2021-06-17,47.857
ITA,Italie,Europe,2021-06-18,43.0
ITA,Italie,Europe,2021-06-19,39.571
ITA,Italie,Europe,2021-06-20,38.286
ITA,Italie,Europe,2021-06-21,36.143
ITA,Italie,Europe,2021-06-22,31.571
ITA,Italie,Europe,2021-06-23,28.429
ITA,Italie,Europe,2021-06-24,24.571
ITA,Italie,Europe,2021-06-25,27.571
ITA,Italie,Europe,2021-06-26,29.286
ITA,Italie,Europe,2021-06-27,28.857
ITA,Italie,Europe,2021-06-28,29.857
ITA,Italie,Europe,2021-06-29,31.429
ITA,Italie,Europe,2021-06-30,30.571
ITA,Italie,Europe,2021-07-01,32.143
ITA,Italie,Europe,2021-07-02,28.143
ITA,Italie,Europe,2021-07-03,25.571
ITA,Italie,Europe,2021-07-04,25.286
ITA,Italie,Europe,2021-07-05,25.714
ITA,Italie,Europe,2021-07-06,23.143
ITA,Italie,Europe,2021-07-07,21.714
ITA,Italie,Europe,2021-07-08,20.571
TUR,Turquie,Asia,2021-01-01,246.0
TUR,Turquie,Asia,2021-01-02,238.714
TUR,Turquie,Asia,2021-01-03,230.0
TUR,Turquie,Asia,2021-01-04,221.429
TUR,Turquie,Asia,2021-01-05,213.0
TUR,Turquie,Asia,2021-01-06,204.0
TUR,Turquie,Asia,2021-01-07,197.571
TUR,Turquie,Asia,2021-01-08,193.857
TUR,Turquie,Asia,2021-01-09,190.857
TUR,Turquie,Asia,2021-01-10,188.429
TUR,Turquie,Asia,2021-01-11,185.143
TUR,Turquie,Asia,2021-01-12,181.857
TUR,Turquie,Asia,2021-01-13,179.286
TUR,Turquie,Asia,2021-01-14,175.857
TUR,Turquie,Asia,2021-01-15,173.429
TUR,Turquie,Asia,2021-01-16,171.571
TUR,Turquie,Asia,2021-01-17,170.0
TUR,Turquie,Asia,2021-01-18,168.571
TUR,Turquie,Asia,2021-01-19,168.0
TUR,Turquie,Asia,2021-01-20,166.0
TUR,Turquie,Asia,2021-01-21,163.571
TUR,Turquie,Asia,2021-01-22,160.714
TUR,Turquie,Asia,2021-01-23,157.286
TUR,Turquie,Asia,2021-01-24,153.714
TUR,Turquie,Asia,2021-01-25,149.857
TUR,Turquie,Asia,2021-01-26,145.143
TUR,Turquie,Asia,2021-01-27,141.286
TUR,Turquie,Asia,2021-01-28,137.857
TUR,Turquie,Asia,2021-01-29,135.286
TUR,Turquie,Asia,2021-01-30,133.143
TUR,Turquie,Asia,2021-01-31,131.429
TUR,Turquie,Asia,2021-02-01,129.571
TUR,Turquie,Asia,2021-02-02,127.571
TUR,Turquie,Asia,2021-02-03,125.429
TUR,Turquie,Asia,2021-02-04,123.143
TUR,Turquie,Asia,2021-02-05,120.143
TUR,Turquie,Asia,2021-02-06,117.143
