iso_code,name_fr,continent,date,new_deaths_smoothed_per_million
BRA,Brésil,South America,2020-06-05,4.804
BRA,Brésil,South America,2020-06-06,4.769
BRA,Brésil,South America,2020-06-07,4.799
BRA,Brésil,South America,2020-06-08,4.837
BRA,Brésil,South America,2020-06-09,4.844
BRA,Brésil,South America,2020-06-10,4.793
BRA,Brésil,South America,2020-06-11,4.636
BRA,Brésil,South America,2020-06-12,4.571
BRA,Brésil,South America,2020-06-13,4.563
BRA,Brésil,South America,2020-06-14,4.622
BRA,Brésil,South America,2020-06-15,4.587
BRA,Brésil,South America,2020-06-16,4.594
BRA,Brésil,South America,2020-06-17,4.59
BRA,Brésil,South America,2020-06-18,4.59
BRA,Brésil,South America,2020-06-19,4.789
BRA,Brésil,South America,2020-06-20,4.877
BRA,Brésil,South America,2020-06-21,4.879
BRA,Brésil,South America,2020-06-22,4.914
BRA,Brésil,South America,2020-06-23,4.976
BRA,Brésil,South America,2020-06-24,4.92
BRA,Brésil,South America,2020-06-25,4.854
BRA,Brésil,South America,2020-06-26,4.709
BRA,Brésil,South America,2020-06-27,4.768
BRA,Brésil,South America,2020-06-28,4.725
BRA,Brésil,South America,2020-06-29,4.733
BRA,Brésil,South America,2020-06-30,4.67
BRA,Brésil,South America,2020-07-01,4.571
BRA,Brésil,South America,2020-07-02,4.646
BRA,Brésil,South America,2020-07-03,4.848
BRA,Brésil,South America,2020-07-04,4.836
BRA,Brésil,South America,2020-07-05,4.869
BRA,Brésil,South America,2020-07-06,4.821
BRA,Brésil,South America,2020-07-07,4.803
BRA,Brésil,South America,2020-07-08,4.928
BRA,Brésil,South America,2020-07-09,4.906
BRA,Brésil,South America,2020-07-10,4.855
BRA,Brésil,South America,2020-07-11,4.842
BRA,Brésil,South America,2020-07-12,4.861
BRA,Brésil,South America,2020-07-13,4.937
BRA,Brésil,South America,2020-07-14,4.968
BRA,Brésil,South America,2020-07-15,4.975
BRA,Brésil,South America,2020-07-16,5.043
BRA,Brésil,South America,2020-07-17,5.009
BRA,Brésil,South America,2020-07-18,4.908
BRA,Brésil,South America,2020-07-19,4.965
BRA,Brésil,South America,2020-07-20,4.897
BRA,Brésil,South America,2020-07-21,4.942
BRA,Brésil,South America,2020-07-22,4.977
BRA,Brésil,South America,2020-07-23,4.969
BRA,Brésil,South America,2020-07-24,4.965
BRA,Brésil,South America,2020-07-25,5.16
BRA,Brésil,South America,2020-07-26,5.051
BRA,Brésil,South America,2020-07-27,5.039
BRA,Brésil,South America,2020-07-28,4.74
BRA,Brésil,South America,2020-07-29,4.949
BRA,Brésil,South America,2020-07-30,4.826
BRA,Brésil,South America,2020-07-31,4.864
BRA,Brésil,South America,2020-08-01,4.781
BRA,Brésil,South America,2020-08-02,4.772
BRA,Brésil,South America,2020-08-03,4.736
BRA,Brésil,South America,2020-08-04,4.893
BRA,Brésil,South America,2020-08-05,4.787
BRA,Brésil,South America,2020-08-06,4.859
BRA,Brésil,South America,2020-08-07,4.77
BRA,Brésil,South America,2020-08-08,4.647
BRA,Brésil,South America,2020-08-09,4.668
BRA,Brésil,South America,2020-08-10,4.763
BRA,Brésil,South America,2020-08-11,4.844
BRA,Brésil,South America,2020-08-12,4.668
BRA,Brésil,South America,2020-08-13,4.684
BRA,Brésil,South America,2020-08-14,4.672
BRA,Brésil,South America,2020-08-15,4.54
BRA,Brésil,South America,2020-08-16,4.572
BRA,Brésil,South America,2020-08-17,4.559
BRA,Brésil,South America,2020-08-18,4.612
BRA,Brésil,South America,2020-08-19,4.637
BRA,Brésil,South America,2020-08-20,4.598
BRA,Brésil,South America,2020-08-21,4.594
BRA,Brésil,South America,2020-08-22,4.717
BRA,Brésil,South America,2020-08-23,4.632
BRA,Brésil,South America,2020-08-24,4.552
BRA,Brésil,South America,2020-08-25,4.498
BRA,Brésil,South America,2020-08-26,4.412
BRA,Brésil,South America,2020-08-27,4.264
BRA,Brésil,South America,2020-08-28,4.131
BRA,Brésil,South America,2020-08-29,4.041
BRA,Brésil,South America,2020-08-30,4.089
BRA,Brésil,South America,2020-08-31,4.081
BRA,Brésil,South America,2020-09-01,4.043
BRA,Brésil,South America,2020-09-02,4.11
BRA,Brésil,South America,2020-09-03,4.009
BRA,Brésil,South America,2020-09-04,4.031
BRA,Brésil,South America,2020-09-05,3.993
BRA,Brésil,South America,2020-09-06,3.913
BRA,Brésil,South America,2020-09-07,3.75
BRA,Brésil,South America,2020-09-08,3.272
BRA,Brésil,South America,2020-09-09,3.198
BRA,Brésil,South America,2020-09-10,3.299
BRA,Brésil,South America,2020-09-11,3.289
BRA,Brésil,South America,2020-09-12,3.365
BRA,Brésil,South America,2020-09-13,3.344
BRA,Brésil,South America,2020-09-14,3.391
BRA,Brésil,South America,2020-09-15,3.801
BRA,Brésil,South America,2020-09-16,3.741
BRA,Brésil,South America,2020-09-17,3.638
BRA,Brésil,South America,2020-09-18,3.627
BRA,Brésil,South America,2020-09-19,3.577
BRA,Brésil,South America,2020-09-20,3.542
BRA,Brésil,South America,2020-09-21,3.539
BRA,Brésil,South America,2020-09-22,3.351
BRA,Brésil,South America,2020-09-23,2.688
BRA,Brésil,South America,2020-09-24,3.275
BRA,Brésil,South America,2020-09-25,3.188
BRA,Brésil,South America,2020-09-26,3.276
BRA,Brésil,South America,2020-09-27,3.257
BRA,Brésil,South America,2020-09-28,3.217
BRA,Brésil,South America,2020-09-29,3.237
BRA,Brésil,South America,2020-09-30,3.93
BRA,Brésil,South America,2020-10-01,3.274
BRA,Brésil,South America,2020-10-02,2.784
BRA,Brésil,South America,2020-10-03,3.079
BRA,Brésil,South America,2020-10-04,3.099
BRA,Brésil,South America,2020-10-05,3.103
BRA,Brésil,South America,2020-10-06,3.073
BRA,Brésil,South America,2020-10-07,2.874
BRA,Brésil,South America,2020-10-08,2.874
BRA,Brésil,South America,2020-10-09,3.333
BRA,Brésil,South America,2020-10-10,2.83
BRA,Brésil,South America,2020-10-11,2.78
BRA,Brésil,South America,2020-10-12,2.698
BRA,Brésil,South America,2020-10-13,2.355
BRA,Brésil,South America,2020-10-14,2.365
BRA,Brésil,South America,2020-10-15,2.354
BRA,Brésil,South America,2020-10-16,2.403
BRA,Brésil,South America,2020-10-17,2.337
BRA,Brésil,South America,2020-10-18,2.142
BRA,Brésil,South America,2020-10-19,2.344
BRA,Brésil,South America,2020-10-20,2.58
BRA,Brésil,South America,2020-10-21,2.457
BRA,Brésil,South America,2020-10-22,2.312
BRA,Brésil,South America,2020-10-23,2.189
BRA,Brésil,South America,2020-10-24,2.169
BRA,Brésil,South America,2020-10-25,2.325
BRA,Brésil,South America,2020-10-26,2.165
BRA,Brésil,South America,2020-10-27,2.089
BRA,Brésil,South America,2020-10-28,2.052
BRA,Brésil,South America,2020-10-29,2.063
BRA,Brésil,South America,2020-10-30,2.02
BRA,Brésil,South America,2020-10-31,2.003
BRA,Brésil,South America,2020-11-01,1.976
BRA,Brésil,South America,2020-11-02,1.919
BRA,Brésil,South America,2020-11-03,1.714
BRA,Brésil,South America,2020-11-04,1.781
BRA,Brésil,South America,2020-11-05,1.436
BRA,Brésil,South America,2020-11-06,1.706
BRA,Brésil,South America,2020-11-07,1.603
BRA,Brésil,South America,2020-11-08,1.561
BRA,Brésil,South America,2020-11-09,1.596
BRA,Brésil,South America,2020-11-10,1.55
BRA,Brésil,South America,2020-11-11,1.52
BRA,Brésil,South America,2020-11-12,2.134
BRA,Brésil,South America,2020-11-13,1.829
BRA,Brésil,South America,2020-11-14,2.278
BRA,Brésil,South America,2020-11-15,2.286
BRA,Brésil,South America,2020-11-16,2.276
BRA,Brésil,South America,2020-11-17,2.619
BRA,Brésil,South America,2020-11-18,2.747
BRA,Brésil,South America,2020-11-19,2.54
BRA,Brésil,South America,2020-11-20,2.605
BRA,Brésil,South America,2020-11-21,2.239
BRA,Brésil,South America,2020-11-22,2.275
BRA,Brésil,South America,2020-11-23,2.333
BRA,Brésil,South America,2020-11-24,2.296
BRA,Brésil,South America,2020-11-25,2.227
BRA,Brésil,South America,2020-11-26,2.284
BRA,Brésil,South America,2020-11-27,2.259
BRA,Brésil,South America,2020-11-28,2.401
BRA,Brésil,South America,2020-11-29,2.453
BRA,Brésil,South America,2020-11-30,2.443
BRA,Brésil,South America,2020-12-01,2.488
BRA,Brésil,South America,2020-12-02,2.518
BRA,Brésil,South America,2020-12-03,2.561
BRA,Brésil,South America,2020-12-04,2.682
BRA,Brésil,South America,2020-12-05,2.733
BRA,Brésil,South America,2020-12-06,2.761
BRA,Brésil,South America,2020-12-07,2.821
BRA,Brésil,South America,2020-12-08,2.918
BRA,Brésil,South America,2020-12-09,3.011
BRA,Brésil,South America,2020-12-10,3.021
BRA,Brésil,South America,2020-12-11,3.006
BRA,Brésil,South America,2020-12-12,3.021
BRA,Brésil,South America,2020-12-13,2.998
BRA,Brésil,South America,2020-12-14,3.036
BRA,Brésil,South America,2020-12-15,3.118
BRA,Brésil,South America,2020-12-16,3.186
BRA,Brésil,South America,2020-12-17,3.402
BRA,Brésil,South America,2020-12-18,3.504
BRA,Brésil,South America,2020-12-19,3.517
BRA,Brésil,South America,2020-12-20,3.604
BRA,Brésil,South America,2020-12-21,3.667
BRA,Brésil,South America,2020-12-22,3.67
BRA,Brésil,South America,2020-12-23,3.686
BRA,Brésil,South America,2020-12-24,3.465
BRA,Brésil,South America,2020-12-25,3.252
BRA,Brésil,South America,2020-12-26,2.983
BRA,Brésil,South America,2020-12-27,2.94
BRA,Brésil,South America,2020-12-28,2.876
BRA,Brésil,South America,2020-12-29,2.972
BRA,Brésil,South America,2020-12-30,3.129
BRA,Brésil,South America,2020-12-31,3.338
BRA,Brésil,South America,2021-01-01,3.309
BRA,Brésil,South America,2021-01-02,3.313
BRA,Brésil,South America,2021-01-03,3.279
BRA,Brésil,South America,2021-01-04,3.354
BRA,Brésil,South America,2021-01-05,3.395
BRA,Brésil,South America,2021-01-06,3.427
BRA,Brésil,South America,2021-01-07,3.729
BRA,Brésil,South America,2021-01-08,4.065
BRA,Brésil,South America,2021-01-09,4.641
BRA,Brésil,South America,2021-01-10,4.76
BRA,Brésil,South America,2021-01-11,4.717
BRA,Brésil,South America,2021-01-12,4.676
BRA,Brésil,South America,2021-01-13,4.698
BRA,Brésil,South America,2021-01-14,4.434
BRA,Brésil,South America,2021-01-15,4.561
BRA,Brésil,South America,2021-01-16,4.479
BRA,Brésil,South America,2021-01-17,4.535
BRA,Brésil,South America,2021-01-18,4.516
BRA,Brésil,South America,2021-01-19,4.571
BRA,Brésil,South America,2021-01-20,4.615
BRA,Brésil,South America,2021-01-21,4.74
BRA,Brésil,South America,2021-01-22,4.703
BRA,Brésil,South America,2021-01-23,4.805
BRA,Brésil,South America,2021-01-24,4.832
BRA,Brésil,South America,2021-01-25,4.95
BRA,Brésil,South America,2021-01-26,4.965
BRA,Brésil,South America,2021-01-27,4.926
BRA,Brésil,South America,2021-01-28,4.973
BRA,Brésil,South America,2021-01-29,4.989
BRA,Brésil,South America,2021-01-30,5.041
BRA,Brésil,South America,2021-01-31,5.018
BRA,Brésil,South America,2021-02-01,4.997
BRA,Brésil,South America,2021-02-02,4.994
BRA,Brésil,South America,2021-02-03,4.975
BRA,Brésil,South America,2021-02-04,4.871
BRA,Brésil,South America,2021-02-05,4.952
BRA,Brésil,South America,2021-02-06,4.092
BRA,Brésil,South America,2021-02-07,4.725
BRA,Brésil,South America,2021-02-08,4.325
BRA,Brésil,South America,2021-02-09,4.846
BRA,Brésil,South America,2021-02-10,4.897
BRA,Brésil,South America,2021-02-11,4.977
BRA,Brésil,South America,2021-02-12,5.01
BRA,Brésil,South America,2021-02-13,5.711
BRA,Brésil,South America,2021-02-14,5.182
BRA,Brésil,South America,2021-02-15,5.537
BRA,Brésil,South America,2021-02-16,4.987
BRA,Brésil,South America,2021-02-17,4.866
BRA,Brésil,South America,2021-02-18,4.877
BRA,Brésil,South America,2021-02-19,4.871
BRA,Brésil,South America,2021-02-20,5.004
BRA,Brésil,South America,2021-02-21,4.879
BRA,Brésil,South America,2021-02-22,4.953
BRA,Brésil,South America,2021-02-23,5.1
BRA,Brésil,South America,2021-02-24,5.287
BRA,Brésil,South America,2021-02-25,5.404
BRA,Brésil,South America,2021-02-26,5.443
BRA,Brésil,South America,2021-02-27,5.541
BRA,Brésil,South America,2021-02-28,5.671
BRA,Brésil,South America,2021-03-01,5.764
BRA,Brésil,South America,2021-03-02,5.936
BRA,Brésil,South America,2021-03-03,6.26
BRA,Brésil,South America,2021-03-04,6.366
BRA,Brésil,South America,2021-03-05,6.677
BRA,Brésil,South America,2021-03-06,6.791
BRA,Brésil,South America,2021-03-07,7.036
BRA,Brésil,South America,2021-03-08,7.176
BRA,Brésil,South America,2021-03-09,7.399
BRA,Brésil,South America,2021-03-10,7.652
BRA,Brésil,South America,2021-03-11,8.011
BRA,Brésil,South America,2021-03-12,8.29
BRA,Brésil,South America,2021-03-13,8.587
BRA,Brésil,South America,2021-03-14,8.615
BRA,Brésil,South America,2021-03-15,8.662
BRA,Brésil,South America,2021-03-16,9.246
BRA,Brésil,South America,2021-03-17,9.489
BRA,Brésil,South America,2021-03-18,9.819
BRA,Brésil,South America,2021-03-19,10.222
BRA,Brésil,South America,2021-03-20,10.518
BRA,Brésil,South America,2021-03-21,10.628
BRA,Brésil,South America,2021-03-22,10.847
BRA,Brésil,South America,2021-03-23,11.122
BRA,Brésil,South America,2021-03-24,10.693
BRA,Brésil,South America,2021-03-25,10.728
BRA,Brésil,South America,2021-03-26,11.29
BRA,Brésil,South America,2021-03-27,11.962
BRA,Brésil,South America,2021-03-28,12.208
BRA,Brésil,South America,2021-03-29,12.394
BRA,Brésil,South America,2021-03-30,12.749
BRA,Brésil,South America,2021-03-31,13.999
BRA,Brésil,South America,2021-04-01,14.666
BRA,Brésil,South America,2021-04-02,14.177
BRA,Brésil,South America,2021-04-03,13.202
BRA,Brésil,South America,2021-04-04,12.922
BRA,Brésil,South America,2021-04-05,12.693
BRA,Brésil,South America,2021-04-06,12.972
BRA,Brésil,South America,2021-04-07,12.945
BRA,Brésil,South America,2021-04-08,13.268
BRA,Brésil,South America,2021-04-09,13.786
BRA,Brésil,South America,2021-04-10,14.208
BRA,Brésil,South America,2021-04-11,14.587
BRA,Brésil,South America,2021-04-12,14.695
BRA,Brésil,South America,2021-04-13,14.435
BRA,Brésil,South America,2021-04-14,14.186
BRA,Brésil,South America,2021-04-15,13.723
BRA,Brésil,South America,2021-04-16,13.462
BRA,Brésil,South America,2021-04-17,13.673
BRA,Brésil,South America,2021-04-18,13.575
BRA,Brésil,South America,2021-04-19,13.485
BRA,Brésil,South America,2021-04-20,13.158
BRA,Brésil,South America,2021-04-21,13.167
BRA,Brésil,South America,2021-04-22,12.136
BRA,Brésil,South America,2021-04-23,11.874
BRA,Brésil,South America,2021-04-24,11.972
BRA,Brésil,South America,2021-04-25,11.736
BRA,Brésil,South America,2021-04-26,11.596
BRA,Brésil,South America,2021-04-27,11.438
BRA,Brésil,South America,2021-04-28,11.23
BRA,Brésil,South America,2021-04-29,11.885
BRA,Brésil,South America,2021-04-30,11.671
BRA,Brésil,South America,2021-05-01,11.388
BRA,Brésil,South America,2021-05-02,11.319
BRA,Brésil,South America,2021-05-03,11.214
BRA,Brésil,South America,2021-05-04,11.134
BRA,Brésil,South America,2021-05-05,10.897
BRA,Brésil,South America,2021-05-06,10.594
BRA,Brésil,South America,2021-05-07,10.305
BRA,Brésil,South America,2021-05-08,10
BRA,Brésil,South America,2021-05-09,9.88
BRA,Brésil,South America,2021-05-10,9.817
BRA,Brésil,South America,2021-05-11,9.377
BRA,Brésil,South America,2021-05-12,9.164
BRA,Brésil,South America,2021-05-13,9.052
BRA,Brésil,South America,2021-05-14,9.083
BRA,Brésil,South America,2021-05-15,9.005
BRA,Brésil,South America,2021-05-16,9.013
BRA,Brésil,South America,2021-05-17,8.944
BRA,Brésil,South America,2021-05-18,9.08
BRA,Brésil,South America,2021-05-19,9.179
BRA,Brésil,South America,2021-05-20,9.192
BRA,Brésil,South America,2021-05-21,9.195
BRA,Brésil,South America,2021-05-22,9.068
BRA,Brésil,South America,2021-05-23,8.95
BRA,Brésil,South America,2021-05-24,8.953
FRA,France,Europe,2020-01-24,NA
FRA,France,Europe,2020-01-25,NA
FRA,France,Europe,2020-01-26,NA
FRA,France,Europe,2020-01-27,NA
FRA,France,Europe,2020-01-28,NA
FRA,France,Europe,2020-01-29,0
FRA,France,Europe,2020-01-30,0
FRA,France,Europe,2020-01-31,0
FRA,France,Europe,2020-02-01,0
FRA,France,Europe,2020-02-02,0
FRA,France,Europe,2020-02-03,0
FRA,France,Europe,2020-02-04,0
FRA,France,Europe,2020-02-05,0
FRA,France,Europe,2020-02-06,0
FRA,France,Europe,2020-02-07,0
FRA,France,Europe,2020-02-08,0
FRA,France,Europe,2020-02-09,0
FRA,France,Europe,2020-02-10,0
FRA,France,Europe,2020-02-11,0
FRA,France,Europe,2020-02-12,0
FRA,France,Europe,2020-02-13,0
FRA,France,Europe,2020-02-14,0
FRA,France,Europe,2020-02-15,0.002
FRA,France,Europe,2020-02-16,0.002
FRA,France,Europe,2020-02-17,0.002
FRA,France,Europe,2020-02-18,0.002
FRA,France,Europe,2020-02-19,0.002
FRA,France,Europe,2020-02-20,0.002
FRA,France,Europe,2020-02-21,0.002
FRA,France,Europe,2020-02-22,0
FRA,France,Europe,2020-02-23,0
FRA,France,Europe,2020-02-24,0
FRA,France,Europe,2020-02-25,0
FRA,France,Europe,2020-02-26,0.002
FRA,France,Europe,2020-02-27,0.002
FRA,France,Europe,2020-02-28,0.002
FRA,France,Europe,2020-02-29,0.002
FRA,France,Europe,2020-03-01,0.002
FRA,France,Europe,2020-03-02,0.004
FRA,France,Europe,2020-03-03,0.006
FRA,France,Europe,2020-03-04,0.004
FRA,France,Europe,2020-03-05,0.011
FRA,France,Europe,2020-03-06,0.015
FRA,France,Europe,2020-03-07,0.03
FRA,France,Europe,2020-03-08,0.036
FRA,France,Europe,2020-03-09,0.047
FRA,France,Europe,2020-03-10,0.061
FRA,France,Europe,2020-03-11,0.093
FRA,France,Europe,2020-03-12,0.087
FRA,France,Europe,2020-03-13,0.148
FRA,France,Europe,2020-03-14,0.159
FRA,France,Europe,2020-03-15,0.152
FRA,France,Europe,2020-03-16,0.262
FRA,France,Europe,2020-03-17,0.245
FRA,France,Europe,2020-03-18,0.214
FRA,France,Europe,2020-03-19,0.414
FRA,France,Europe,2020-03-20,0.787
FRA,France,Europe,2020-03-21,0.998
FRA,France,Europe,2020-03-22,1.237
FRA,France,Europe,2020-03-23,1.508
FRA,France,Europe,2020-03-24,2.015
FRA,France,Europe,2020-03-25,2.503
FRA,France,Europe,2020-03-26,3.072
FRA,France,Europe,2020-03-27,3.267
FRA,France,Europe,2020-03-28,3.702
FRA,France,Europe,2020-03-29,4.085
FRA,France,Europe,2020-03-30,4.576
FRA,France,Europe,2020-03-31,5.125
FRA,France,Europe,2020-04-01,7.284
FRA,France,Europe,2020-04-02,7.802
FRA,France,Europe,2020-04-03,9.542
FRA,France,Europe,2020-04-04,11.096
FRA,France,Europe,2020-04-05,11.572
FRA,France,Europe,2020-04-06,12.45
FRA,France,Europe,2020-04-07,14.386
FRA,France,Europe,2020-04-08,12.889
FRA,France,Europe,2020-04-09,14.435
FRA,France,Europe,2020-04-10,14.145
FRA,France,Europe,2020-04-11,13.264
FRA,France,Europe,2020-04-12,13.352
FRA,France,Europe,2020-04-13,12.803
FRA,France,Europe,2020-04-14,11.38
FRA,France,Europe,2020-04-15,13.27
FRA,France,Europe,2020-04-16,12.029
FRA,France,Europe,2020-04-17,11.555
FRA,France,Europe,2020-04-18,11.566
FRA,France,Europe,2020-04-19,11.202
FRA,France,Europe,2020-04-20,11.147
FRA,France,Europe,2020-04-21,10.692
FRA,France,Europe,2020-04-22,8.802
FRA,France,Europe,2020-04-23,8.301
FRA,France,Europe,2020-04-24,7.517
FRA,France,Europe,2020-04-25,6.942
FRA,France,Europe,2020-04-26,6.631
FRA,France,Europe,2020-04-27,6.398
FRA,France,Europe,2020-04-28,6.058
FRA,France,Europe,2020-04-29,5.808
FRA,France,Europe,2020-04-30,5.328
FRA,France,Europe,2020-05-01,4.962
FRA,France,Europe,2020-05-02,4.599
FRA,France,Europe,2020-05-03,4.373
FRA,France,Europe,2020-05-04,4.096
FRA,France,Europe,2020-05-05,4.024
FRA,France,Europe,2020-05-06,3.704
FRA,France,Europe,2020-05-07,3.472
FRA,France,Europe,2020-05-08,3.525
FRA,France,Europe,2020-05-09,3.277
FRA,France,Europe,2020-05-10,3.14
FRA,France,Europe,2020-05-11,3.049
FRA,France,Europe,2020-05-12,3.081
FRA,France,Europe,2020-05-13,2.679
FRA,France,Europe,2020-05-14,3.043
FRA,France,Europe,2020-05-15,2.747
FRA,France,Europe,2020-05-16,2.785
FRA,France,Europe,2020-05-17,3.658
FRA,France,Europe,2020-05-18,3.375
FRA,France,Europe,2020-05-19,2.18
FRA,France,Europe,2020-05-20,2.235
FRA,France,Europe,2020-05-21,1.666
FRA,France,Europe,2020-05-22,1.763
FRA,France,Europe,2020-05-23,1.738
FRA,France,Europe,2020-05-24,0.548
FRA,France,Europe,2020-05-25,0.463
FRA,France,Europe,2020-05-26,1.212
FRA,France,Europe,2020-05-27,0.979
FRA,France,Europe,2020-05-28,0.947
FRA,France,Europe,2020-05-29,0.742
FRA,France,Europe,2020-05-30,0.681
FRA,France,Europe,2020-05-31,0.916
FRA,France,Europe,2020-06-01,0.795
FRA,France,Europe,2020-06-02,0.729
FRA,France,Europe,2020-06-03,0.899
FRA,France,Europe,2020-06-04,0.852
FRA,France,Europe,2020-06-05,0.839
FRA,France,Europe,2020-06-06,0.784
FRA,France,Europe,2020-06-07,0.746
FRA,France,Europe,2020-06-08,0.795
FRA,France,Europe,2020-06-09,0.757
FRA,France,Europe,2020-06-10,0.63
FRA,France,Europe,2020-06-11,0.592
FRA,France,Europe,2020-06-12,0.556
FRA,France,Europe,2020-06-13,0.541
FRA,France,Europe,2020-06-14,0.535
FRA,France,Europe,2020-06-15,0.478
FRA,France,Europe,2020-06-16,0.533
FRA,France,Europe,2020-06-17,0.541
FRA,France,Europe,2020-06-18,0.543
FRA,France,Europe,2020-06-19,0.514
FRA,France,Europe,2020-06-20,0.501
FRA,France,Europe,2020-06-21,0.493
FRA,France,Europe,2020-06-22,0.484
FRA,France,Europe,2020-06-23,0.357
FRA,France,Europe,2020-06-24,0.332
FRA,France,Europe,2020-06-25,0.313
FRA,France,Europe,2020-06-26,0.338
FRA,France,Europe,2020-06-27,0.302
FRA,France,Europe,2020-06-28,0.29
FRA,France,Europe,2020-06-29,0.313
FRA,France,Europe,2020-06-30,0.262
FRA,France,Europe,2020-07-01,0.275
FRA,France,Europe,2020-07-02,0.262
FRA,France,Europe,2020-07-03,0.245
FRA,France,Europe,2020-07-04,0.243
FRA,France,Europe,2020-07-05,0.241
FRA,France,Europe,2020-07-06,0.23
FRA,France,Europe,2020-07-07,0.19
FRA,France,Europe,2020-07-08,0.216
FRA,France,Europe,2020-07-09,0.222
FRA,France,Europe,2020-07-10,0.239
FRA,France,Europe,2020-07-11,0.245
FRA,France,Europe,2020-07-12,0.247
FRA,France,Europe,2020-07-13,0.233
FRA,France,Europe,2020-07-14,0.214
FRA,France,Europe,2020-07-15,0.334
FRA,France,Europe,2020-07-16,0.336
FRA,France,Europe,2020-07-17,0.309
FRA,France,Europe,2020-07-18,0.309
FRA,France,Europe,2020-07-19,0.309
FRA,France,Europe,2020-07-20,0.311
FRA,France,Europe,2020-07-21,0.279
FRA,France,Europe,2020-07-22,0.106
FRA,France,Europe,2020-07-23,0.093
FRA,France,Europe,2020-07-24,0.087
FRA,France,Europe,2020-07-25,0.08
FRA,France,Europe,2020-07-26,0.08
FRA,France,Europe,2020-07-27,0.068
FRA,France,Europe,2020-07-28,0.123
FRA,France,Europe,2020-07-29,0.14
FRA,France,Europe,2020-07-30,0.15
FRA,France,Europe,2020-07-31,0.152
FRA,France,Europe,2020-08-01,0.152
FRA,France,Europe,2020-08-02,0.152
FRA,France,Europe,2020-08-03,0.178
FRA,France,Europe,2020-08-04,0.154
FRA,France,Europe,2020-08-05,0.148
FRA,France,Europe,2020-08-06,0.123
FRA,France,Europe,2020-08-07,0.127
FRA,France,Europe,2020-08-08,0.129
FRA,France,Europe,2020-08-09,0.129
FRA,France,Europe,2020-08-10,0.097
FRA,France,Europe,2020-08-11,0.123
FRA,France,Europe,2020-08-12,0.137
FRA,France,Europe,2020-08-13,0.165
FRA,France,Europe,2020-08-14,0.178
FRA,France,Europe,2020-08-15,0.178
FRA,France,Europe,2020-08-16,0.18
FRA,France,Europe,2020-08-17,0.19
FRA,France,Europe,2020-08-18,0.207
FRA,France,Europe,2020-08-19,0.207
FRA,France,Europe,2020-08-20,0.195
FRA,France,Europe,2020-08-21,0.205
FRA,France,Europe,2020-08-22,0.222
FRA,France,Europe,2020-08-23,0.22
FRA,France,Europe,2020-08-24,0.211
FRA,France,Europe,2020-08-25,0.205
FRA,France,Europe,2020-08-26,0.167
FRA,France,Europe,2020-08-27,0.218
FRA,France,Europe,2020-08-28,0.205
FRA,France,Europe,2020-08-29,0.199
FRA,France,Europe,2020-08-30,0.205
FRA,France,Europe,2020-08-31,0.237
FRA,France,Europe,2020-09-01,0.254
FRA,France,Europe,2020-09-02,0.311
FRA,France,Europe,2020-09-03,0.273
FRA,France,Europe,2020-09-04,0.19
FRA,France,Europe,2020-09-05,0.203
FRA,France,Europe,2020-09-06,0.205
FRA,France,Europe,2020-09-07,0.188
FRA,France,Europe,2020-09-08,0.211
FRA,France,Europe,2020-09-09,0.222
FRA,France,Europe,2020-09-10,0.226
FRA,France,Europe,2020-09-11,0.444
FRA,France,Europe,2020-09-12,0.457
FRA,France,Europe,2020-09-13,0.459
FRA,France,Europe,2020-09-14,0.482
FRA,France,Europe,2020-09-15,0.507
FRA,France,Europe,2020-09-16,0.541
FRA,France,Europe,2020-09-17,0.6
FRA,France,Europe,2020-09-18,0.753
FRA,France,Europe,2020-09-19,0.768
FRA,France,Europe,2020-09-20,0.78
FRA,France,Europe,2020-09-21,0.82
FRA,France,Europe,2020-09-22,0.882
FRA,France,Europe,2020-09-23,0.882
FRA,France,Europe,2020-09-24,0.88
FRA,France,Europe,2020-09-25,0.873
FRA,France,Europe,2020-09-26,0.903
FRA,France,Europe,2020-09-27,0.937
FRA,France,Europe,2020-09-28,1.002
FRA,France,Europe,2020-09-29,0.99
FRA,France,Europe,2020-09-30,1.057
FRA,France,Europe,2020-10-01,1.08
FRA,France,Europe,2020-10-02,1.049
FRA,France,Europe,2020-10-03,1.019
FRA,France,Europe,2020-10-04,1.03
FRA,France,Europe,2020-10-05,1.002
FRA,France,Europe,2020-10-06,1.032
FRA,France,Europe,2020-10-07,1.032
FRA,France,Europe,2020-10-08,1.066
FRA,France,Europe,2020-10-09,1.011
FRA,France,Europe,2020-10-10,1.032
FRA,France,Europe,2020-10-11,1.061
FRA,France,Europe,2020-10-12,1.116
FRA,France,Europe,2020-10-13,1.203
FRA,France,Europe,2020-10-14,1.258
FRA,France,Europe,2020-10-15,1.283
FRA,France,Europe,2020-10-16,1.429
FRA,France,Europe,2020-10-17,1.51
FRA,France,Europe,2020-10-18,1.592
FRA,France,Europe,2020-10-19,1.7
FRA,France,Europe,2020-10-20,2.023
FRA,France,Europe,2020-10-21,2.155
FRA,France,Europe,2020-10-22,2.3
FRA,France,Europe,2020-10-23,2.556
FRA,France,Europe,2020-10-24,2.69
FRA,France,Europe,2020-10-25,2.465
FRA,France,Europe,2020-10-26,2.975
FRA,France,Europe,2020-10-27,3.499
FRA,France,Europe,2020-10-28,3.692
